category,subcategory,image_url,title_zh,era_or_artist,auction_house,auction_event,auction_date,auction_location,lot_number,size_text,estimate_low,estimate_high,sold_price,currency,sale_status,lot_id,event_id,auction_house_id,artist_name,era_name,attribution_status
陶瓷器,其他陶瓷,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=0&randomCode=0,綠地紫彩白裡龍紋碗,不詳,中國嘉德,秋季 重要中國瓷器及工藝精品（模擬場次）,2024-09-22,北京,0001,高5.4公分 口徑11公分 底徑4.5公分,1000000,1250000,1100000,RMB,成交,LOT-1A15B54F5872,SIM-2024-CGD-CER-2,CGD,,,資料不詳
法書,書札／信函,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=432400&randomCode=72061458082,明人詩札冊（五）　冊　黃輝書詩,不詳,邦瀚斯,春季 翰墨流芳－歷代法書（模擬場次）,2021-06-06,香港,0001,27.8x50.1,44000,70000,37000,RMB,成交,LOT-AC516338EFD8,SIM-2021-BON-CAL-1,BON,,,資料不詳
法書,書札／信函,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1155105&randomCode=394982016,清朱之榛致惺吾函,朱之榛,東京飛鳥,春季 中國古代書法（模擬場次）,2023-04-30,東京,0001,23.2x12.8,410000,540000,520000,RMB,成交,LOT-7E52BA403273,SIM-2023-TFA-CAL-1,TFA,朱之榛,,已解析作者
法書,楷書,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=432277&randomCode=73500067460,清何紹基楷書六屏　軸,何紹基,華藝國際（廣州）,秋季 中國書畫珍藏（模擬場次）,2020-10-04,廣州,0001,100.7x33.2,560000,920000,,RMB,流拍,LOT-A28ECA3D245C,SIM-2020-HYG-CAL-2,HYG,何紹基,清宣宗道光十七年（1837）,已解析作者
陶瓷器,黃釉,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=389966&randomCode=1697062656,黃釉綠彩花卉紋盤,清 乾隆,東京飛鳥,秋季 重要中國瓷器及工藝精品（模擬場次）,2025-11-30,東京,0001,高5.5公分 口徑26.7公分 底徑17.0公分,690000,820000,,RMB,流拍,LOT-75819A692AE4,SIM-2025-TFA-CER-2,TFA,,清 乾隆,僅有年代
陶瓷器,白瓷／白釉,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=2654035&randomCode=2017049855,白瓷爵杯,不詳,北京保利,春季 御窯菁華－中國古代陶瓷（模擬場次）,2024-06-29,北京,0002,通耳高10公分 最長12.2公分,840000,1250000,1100000,RMB,成交,LOT-B4933624BA93,SIM-2024-BPL-CER-1,BPL,,,資料不詳
銅器,銅印,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=29350&randomCode=1092365570,「部曲將印」銅印,東漢,永樂拍賣,春季 中國藝術珍品－青銅器專場（模擬場次）,2023-03-05,北京,0001,長2.4公分,470000,740000,610000,RMB,成交,LOT-B72D18EC7429,SIM-2023-YON-BRO-1,YON,,東漢,僅有年代
銅器,爵／觚／觶,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=5192&randomCode=737364156,弦紋觶,西周,西泠印社,秋季 吉金永寶－重要青銅器（模擬場次）,2023-10-01,杭州,0001,高13.3公分,6150000,9850000,9550000,RMB,成交,LOT-63F82E2E1372,SIM-2023-XLY-BRO-2,XLY,,西周,僅有年代
玉器,玉佩／玉飾,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=462651&randomCode=13124312546,翠玉墜飾,清,宇珍,春季 中國藝術珍品－玉器專場（模擬場次）,2022-05-01,台北,0001,待測量,780000,1100000,,RMB,流拍,LOT-4C5576BB4351,SIM-2022-YZH-JAD-1,YZH,,清,僅有年代
法書,行書,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=402660&randomCode=1623918282,民國張人傑行書五言聯　軸,不詳,東京中央,春季 翰墨流芳－歷代法書（模擬場次）,2025-04-12,東京,0002,169x42.1,7100000,9350000,,RMB,流拍,LOT-77F533EDE2D4,SIM-2025-TCA-CAL-1,TCA,,,資料不詳
陶瓷器,粉彩,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=290996&randomCode=34896873053,粉彩花卉紋扳指,清 乾隆,保利香港,春季 御窯菁華－中國古代陶瓷（模擬場次）,2020-05-02,香港,0002,高2.6公分 口徑3.2公分,4000000,6700000,4650000,RMB,成交,LOT-C49BD7721879,SIM-2020-PHK-CER-1,PHK,,清 乾隆,僅有年代
法書,隸書,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=0&randomCode=0,民國張祖翼隸書四屏　軸,張祖翼,邦瀚斯,春季 中國書畫珍藏（模擬場次）,2022-04-17,香港,0001,238x57,250000,330000,310000,RMB,成交,LOT-DDD50231A15C,SIM-2022-BON-CAL-1,BON,張祖翼,第二屏：中華民國三年（1914）,已解析作者
法書,行楷書,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=437101&randomCode=44196365421,清劉墉行楷書　冊　書漢司馬遷史記酈生陸賈列傳,劉墉,佳士得,秋季 翰墨流芳－歷代法書（模擬場次）,2024-12-29,香港,0001,18.5x11.7,400000,510000,510000,RMB,成交,LOT-AA8536091A01,SIM-2024-CHR-CAL-2,CHR,劉墉,清仁宗嘉慶六年（1801）,已解析作者
法書,其他法書,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=976970&randomCode=204080739,清張照書御製芝蘭曲　軸,張照,華藝國際（廣州）,春季 翰墨流芳－歷代法書（模擬場次）,2020-06-21,廣州,0001,89.5x66.2,55000,81000,51000,RMB,成交,LOT-4E961DA9CDCF,SIM-2020-HYG-CAL-1,HYG,張照,,已解析作者
繪畫,人物,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=993488&randomCode=1700524066,宋英宗坐像　軸,不詳,東京中央,春季 中國近現代書畫（模擬場次）,2025-06-28,東京,0001,199.7x155.7,920000,1150000,970000,RMB,成交,LOT-DFCED959ACE2,SIM-2025-TCA-PAI-1,TCA,,,資料不詳
繪畫,其他繪畫,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=976737&randomCode=48970353,民國溥儒達摩面壁　單片,中華民國三十九年（1950）,中國嘉德,秋季 中國古代書畫（模擬場次）,2024-11-16,北京,0001,52x28.3,2450000,4150000,2200000,RMB,成交,LOT-08D7FB5BAEDD,SIM-2024-CGD-PAI-2,CGD,,中華民國三十九年（1950）,僅有年代
玉器,玉佩／玉飾,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=140173&randomCode=40255063218,玉龍形環,明晚期至清早期,東京飛鳥,春季 韞玉生輝－中國古代玉器（模擬場次）,2021-05-15,東京,0001,高1.3公分 最大外徑8.0公分 最大內徑5.5公分,2350000,3600000,7850000,RMB,成交,LOT-5761586E14B4,SIM-2021-TFA-JAD-1,TFA,,明晚期至清早期,僅有年代
陶瓷器,鈞窯,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=316453&randomCode=54227064680,爐鈞釉貫耳杏葉四方瓶,清 乾隆,華藝國際（廣州）,春季 重要中國瓷器及工藝精品（模擬場次）,2025-06-21,廣州,0001,高29.6公分 口徑11.3公分 底徑11.0公分,25000,32000,29000,RMB,成交,LOT-C6C029634D3D,SIM-2025-HYG-CER-1,HYG,,清 乾隆,僅有年代
玉器,玉印,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=144381&randomCode=1386673771,玉蟬鈕未刻印,南宋至元,帝圖,秋季 韞玉生輝－中國古代玉器（模擬場次）,2021-09-25,台北,0002,寬2.38公分 通高1.9公分,3250000,5150000,4850000,RMB,成交,LOT-295959050A1C,SIM-2021-DIT-JAD-2,DIT,,南宋至元,僅有年代
玉器,其他玉器,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1283113&randomCode=587613998,玉法輪,清,帝圖,秋季 韞玉生輝－中國古代玉器（模擬場次）,2024-10-26,台北,0001,邊長5.5公分,640000,830000,680000,RMB,成交,LOT-5642E9D669EA,SIM-2024-DIT-JAD-2,DIT,,清,僅有年代
銅器,簋／簠／豆,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=4773&randomCode=2087686848,竊曲紋簋,時代待訂,西泠印社,秋季 中國古代青銅器藝術（模擬場次）,2022-12-04,杭州,0001,高24.0公分,390000,630000,570000,RMB,成交,LOT-C2945C17882F,SIM-2022-XLY-BRO-2,XLY,,時代待訂,需要確認
銅器,尊,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=362530&randomCode=2137491492,鳥首獸尊,戰國早期,東京中央,春季 中國古代青銅器藝術（模擬場次）,2024-04-27,東京,0001,寬26.5公分 高19.0公分 口徑4.5公分,1450000,2350000,,RMB,流拍,LOT-68D3C60E7CB4,SIM-2024-TCA-BRO-1,TCA,,戰國早期,僅有年代
繪畫,走獸／蟲魚,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=587777&randomCode=24120441101,清金玠壽同山岳　冊　騎鹿採芝,不詳,邦瀚斯,秋季 中國古代書畫（模擬場次）,2025-09-13,香港,0001,33.1x30.2,5400000,7450000,6800000,RMB,成交,LOT-A040D6E15C9E,SIM-2025-BON-PAI-2,BON,,,資料不詳
玉器,玉佩／玉飾,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=423459&randomCode=42968511651,玉囍字腰結,不詳,邦瀚斯,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2025-12-06,香港,0001,,270000,390000,230000,RMB,成交,LOT-E9F3F87A3F47,SIM-2025-BON-JAD-2,BON,,,資料不詳
玉器,其他玉器,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=0&randomCode=0,石鑿,不詳,邦瀚斯,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2022-10-08,香港,0001,長18.0 寬3.25 厚1.8公分,2950000,5150000,10700000,RMB,成交,LOT-F484F778E46A,SIM-2022-BON-JAD-2,BON,,,資料不詳
銅器,銅鏡,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=870&randomCode=327197870,雙龍紋菱花鏡,宋,宇珍,春季 吉金永寶－重要青銅器（模擬場次）,2024-03-02,台北,0001,直徑16.9公分,580000,730000,1250000,RMB,成交,LOT-420385EA0C7A,SIM-2024-YZH-BRO-1,YZH,,宋,僅有年代
銅器,銅鏡,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=775&randomCode=50701058,四乳草葉紋鏡,漢,永樂拍賣,秋季 中國古代青銅器藝術（模擬場次）,2020-09-06,北京,0002,直徑11.3公分,32600000,51900000,114900000,RMB,成交,LOT-D757041B6B9F,SIM-2020-YON-BRO-2,YON,,漢,僅有年代
陶瓷器,粉彩,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=377852&randomCode=33915173495,粉彩湖綠地福壽花卉紋龍首帶鈎,清,中國嘉德（香港）,春季 重要中國瓷器及工藝精品（模擬場次）,2021-05-08,香港,0001,長8.5公分,440000,720000,790000,RMB,成交,LOT-4F4E8CE28F45,SIM-2021-CGH-CER-1,CGH,,清,僅有年代
繪畫,其他繪畫,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=586574&randomCode=81936792238,清陳枚畫耕織圖　冊　插秧,陳枚,西泠印社,秋季 中國古代書畫（模擬場次）,2022-09-17,杭州,0001,26.5x29.6,930000,1600000,910000,RMB,成交,LOT-3D7689C3E70B,SIM-2022-XLY-PAI-2,XLY,陳枚,,已解析作者
銅器,銅印,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=31086&randomCode=21058187889,「為善最樂」銅印,周,宇珍,春季 吉金永寶－重要青銅器（模擬場次）,2021-06-13,台北,0001,高1.32公分 印面長3.11公分 寬2.95公分,1550000,2150000,2000000,RMB,成交,LOT-896FB858473D,SIM-2021-YZH-BRO-1,YZH,,周,僅有年代
繪畫,其他繪畫,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=614139&randomCode=719552767,清王翬仿趙孟頫江村清夏圖　軸,清聖祖康熙四十五年（1706）,華藝國際（廣州）,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2020-10-18,廣州,0001,117.9x61.5,750000,1250000,1150000,RMB,成交,LOT-B11FBA832FA8,SIM-2020-HYG-PAI-2,HYG,,清聖祖康熙四十五年（1706）,僅有年代
陶瓷器,粉彩,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=2657632&randomCode=1484983336,粉彩花卉紋杯,不詳,佳士得,春季 重要中國瓷器及工藝精品（模擬場次）,2024-04-14,香港,0002,高3.2、口徑9.1、足徑2.5公分,1750000,2900000,1900000,RMB,成交,LOT-35ABC9EF5689,SIM-2024-CHR-CER-1,CHR,,,資料不詳
玉器,玉佩／玉飾,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=999719&randomCode=1359872631,玉螭紋飾件,明晚期至清早期,蘇富比,秋季 韞玉生輝－中國古代玉器（模擬場次）,2025-11-01,香港,0001,高1.1公分 徑2.1公分,3900000,5950000,5950000,RMB,成交,LOT-07DC8D87C052,SIM-2025-SOT-JAD-2,SOT,,明晚期至清早期,僅有年代
玉器,玉佩／玉飾,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=608935&randomCode=689290217,翠玉環佩,清,佳士得,秋季 韞玉生輝－中國古代玉器（模擬場次）,2024-12-01,香港,0001,外徑3.1公分 內徑2.1公分,710000,940000,,RMB,流拍,LOT-A3321C40E362,SIM-2024-CHR-JAD-2,CHR,,清,僅有年代
陶瓷器,其他陶瓷,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=322092&randomCode=1761217279,紫砂竹節提梁壺,清 乾隆,東京中央,秋季 重要中國瓷器及工藝精品（模擬場次）,2023-10-07,東京,0001,通高23.2公分 高8.0公分 口徑長12.3公分 寬11.4公分 足徑長12.4公分 寬11.3公分,300000,470000,,RMB,流拍,LOT-EEB573ABC97A,SIM-2023-TCA-CER-2,TCA,,清 乾隆,僅有年代
玉器,玉佩／玉飾,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=425525&randomCode=1099456503,玉龍紋韘形佩,東漢,中國嘉德,秋季 韞玉生輝－中國古代玉器（模擬場次）,2022-10-09,北京,0001,長10.1公分 寬3.7公分,1950000,2850000,2200000,RMB,成交,LOT-8242C48E1EBD,SIM-2022-CGD-JAD-2,CGD,,東漢,僅有年代
繪畫,其他繪畫,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=593667&randomCode=27975413465,毛詩品物圖考（二）　冊　梓,不詳,永樂拍賣,秋季 中國近現代書畫（模擬場次）,2024-12-22,北京,0002,53.5x30.4,4150000,6650000,,RMB,流拍,LOT-8A828CF4169A,SIM-2024-YON-PAI-2,YON,,,資料不詳
繪畫,其他繪畫,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=635311&randomCode=457405934,明戴進太平樂事　冊　試射,不詳,橫濱國拍,春季 翰墨丹青－中國繪畫專場（模擬場次）,2024-06-08,橫濱,0001,21.8x22,660000,1150000,640000,RMB,成交,LOT-4658499BC661,SIM-2024-YIA-PAI-1,YIA,,,資料不詳
法書,行書,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=431562&randomCode=62939702765,清陳澧行書四屏　軸　臨米芾鄉石帖,陳澧,蘇富比,秋季 中國書畫珍藏（模擬場次）,2023-09-17,香港,0001,122.1x28.5,3350000,5300000,,RMB,撤拍,LOT-F7D2111E158E,SIM-2023-SOT-CAL-2,SOT,陳澧,,已解析作者
法書,其他法書,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=523918&randomCode=76401222375,元明書翰第四十三冊　冊　王寵書詩,不詳,華藝國際（廣州）,春季 翰墨流芳－歷代法書（模擬場次）,2023-05-20,廣州,0001,,3750000,6100000,4900000,RMB,成交,LOT-BCCC9F1F833C,SIM-2023-HYG-CAL-1,HYG,,,資料不詳
陶瓷器,青瓷／青釉,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=318245&randomCode=76273503573,青瓷八方盤口長頸瓶,清 乾隆,華藝國際（廣州）,春季 中國藝術珍品－瓷器專場（模擬場次）,2024-06-15,廣州,0001,高21.1公分 口徑8.7公分 底徑7.5公分,460000,670000,660000,RMB,成交,LOT-E0A6692D0471,SIM-2024-HYG-CER-1,HYG,,清 乾隆,僅有年代
銅器,鐘／樂器,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1302018&randomCode=230881879,銅鈴,不詳,佳士得,秋季 中國古代青銅器藝術（模擬場次）,2020-12-26,香港,0001,通高4.0 鼓間6.5 厚0.1公分,14100000,23700000,24100000,RMB,成交,LOT-477126DB4750,SIM-2020-CHR-BRO-2,CHR,,,資料不詳
陶瓷器,青花,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1201041&randomCode=1368862382,青花花蝶紋碗,不詳,邦瀚斯,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2020-10-04,香港,0001,高5.6公分 口徑13.3公分 底徑4.9公分,2450000,3950000,3150000,RMB,成交,LOT-3B355FFD2B15,SIM-2020-BON-CER-2,BON,,,資料不詳
繪畫,其他繪畫,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=496107&randomCode=30470601315,民國王震五鶴圖　軸,中華民國二十三年（1934）,華藝國際（廣州）,春季 中國古代書畫（模擬場次）,2025-05-10,廣州,0001,135.4x67.3,2350000,3700000,,RMB,流拍,LOT-8426AEAC7642,SIM-2025-HYG-PAI-1,HYG,,中華民國二十三年（1934）,僅有年代
繪畫,其他繪畫,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=912000&randomCode=2043074319,明李麟畫十二牧圖　冊　爾牧來思,李麟,中國嘉德,春季 翰墨丹青－中國繪畫專場（模擬場次）,2024-03-10,北京,0001,26.3x33,200000,320000,190000,RMB,成交,LOT-457C3CEC0ECB,SIM-2024-CGD-PAI-1,CGD,李麟,明熹宗天啟二年（1622）,已解析作者
銅器,其他銅器,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=333862&randomCode=60562594551,銅香爐,明,永樂拍賣,春季 吉金永寶－重要青銅器（模擬場次）,2022-04-02,北京,0001,高12.2公分 口徑15.0公分,1650000,2700000,2050000,RMB,成交,LOT-2DFF2AE4E7C8,SIM-2022-YON-BRO-1,YON,,明,僅有年代
繪畫,山水,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=474770&randomCode=60537924882,清袁瑛山水（二）　冊　山水三,袁瑛,佳士得,春季 中國古代書畫（模擬場次）,2024-03-17,香港,0001,,830000,1200000,,RMB,流拍,LOT-0487EC0106C9,SIM-2024-CHR-PAI-1,CHR,袁瑛,,已解析作者
陶瓷器,鬥彩,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=328687&randomCode=97705551006,鬥彩團花紋蓋罐,清 乾隆,帝圖,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2024-12-21,台北,0002,通高11.8公分 口徑5.3公分 底徑6.2公分,68000,87000,72000,RMB,成交,LOT-8944018E9ABA,SIM-2024-DIT-CER-2,DIT,,清 乾隆,僅有年代
玉器,玉器皿,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=125829&randomCode=13777478799,玉雲紋瓶,清,北京保利,秋季 韞玉生輝－中國古代玉器（模擬場次）,2023-11-26,北京,0001,通寬5.8公分 通高12.2公分 口徑3.6公分 底徑3.3公分,3450000,5950000,,RMB,流拍,LOT-55A4884FC3D1,SIM-2023-BPL-JAD-2,BPL,,清,僅有年代
銅器,銅鏡,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=852&randomCode=43610125,日光鹿角紋鏡,戰國,宇珍,秋季 中國藝術珍品－青銅器專場（模擬場次）,2024-12-21,台北,0001,直徑15.8公分,2450000,4100000,2850000,RMB,成交,LOT-4CC9BF003B43,SIM-2024-YZH-BRO-2,YZH,,戰國,僅有年代
法書,行書,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=0&randomCode=0,民國葉公超行書八言聯　軸,葉公超,帝圖,秋季 中國書畫珍藏（模擬場次）,2022-11-26,台北,0001,103x28.2,480000,610000,520000,RMB,成交,LOT-050BC31E7F0B,SIM-2022-DIT-CAL-2,DIT,葉公超,,已解析作者
陶瓷器,青花,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=398868&randomCode=1971660650,青花花卉紋雙耳罐,不詳,橫濱國拍,春季 中國藝術珍品－瓷器專場（模擬場次）,2024-05-19,橫濱,0001,高5.4、口徑3、底徑3.2公分,4150000,5850000,11200000,RMB,成交,LOT-21BEDE51002E,SIM-2024-YIA-CER-1,YIA,,,資料不詳
陶瓷器,粉彩,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1738495&randomCode=225521651,粉彩牡丹紋花盆,清,東京中央,秋季 重要中國瓷器及工藝精品（模擬場次）,2020-10-11,東京,0001,高32.0公分 口徑37.6公分 底徑20.1公分,270000,410000,340000,RMB,成交,LOT-756604088D17,SIM-2020-TCA-CER-2,TCA,,清,僅有年代
繪畫,其他繪畫,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=592884&randomCode=25154348326,日本僧海崙畫善財五十三參　冊　參休捨優婆夷,不詳,保利香港,春季 中國古代書畫（模擬場次）,2025-06-22,香港,0002,26.4x27.5,4600000,7550000,3950000,RMB,成交,LOT-A4CBA61DA7F9,SIM-2025-PHK-PAI-1,PHK,,,資料不詳
法書,書札／信函,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=522784&randomCode=22675429793,宋人雜書　冊　蘇庠書上問尊夫人尺牘,不詳,宇珍,春季 中國古代書法（模擬場次）,2020-04-25,台北,0001,28.5x14.7,640000,840000,620000,RMB,成交,LOT-C4D91F494D2B,SIM-2020-YZH-CAL-1,YZH,,,資料不詳
法書,書札／信函,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=618312&randomCode=90920124183,清彭玉麟手札　冊　致筠仙仁兄七月七日函,彭玉麟,帝圖,春季 中國古代書法（模擬場次）,2021-05-09,台北,0001,,250000,360000,2100000,RMB,成交,LOT-425D4E76265B,SIM-2021-DIT-CAL-1,DIT,彭玉麟,,已解析作者
銅器,銅印,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=32167&randomCode=78710468645,「部曲將印」銅印,東漢,宇珍,秋季 中國藝術珍品－青銅器專場（模擬場次）,2024-12-21,台北,0002,長2.3公分,190000,310000,,RMB,流拍,LOT-A1289FA82819,SIM-2024-YZH-BRO-2,YZH,,東漢,僅有年代
法書,行書,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=523713&randomCode=41832955151,元明書翰第二十七冊　冊　陳繼儒行書西園雅集圖記,明神宗萬曆四十七年（1619）,佳士得,秋季 翰墨流芳－歷代法書（模擬場次）,2021-11-21,香港,0001,,500000,700000,,RMB,撤拍,LOT-4235F48B345F,SIM-2021-CHR-CAL-2,CHR,,明神宗萬曆四十七年（1619）,僅有年代
銅器,鼎,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=2776&randomCode=1834361653,弦紋鼎,漢,帝圖,春季 吉金永寶－重要青銅器（模擬場次）,2022-05-21,台北,0001,高16.6公分,670000,890000,,RMB,流拍,LOT-249A31421CAC,SIM-2022-DIT-BRO-1,DIT,,漢,僅有年代
