event_id,auction_house_id,auction_event,auction_date,auction_location,category,data_status
SIM-2022-BON-CER-2,BON,秋季 重要中國瓷器及工藝精品（模擬場次）,2022-12-17,香港,陶瓷器,模擬
SIM-2022-YZH-PAI-2,YZH,秋季 中國古代書畫（模擬場次）,2022-12-18,台北,繪畫,模擬
SIM-2022-CHR-PAI-2,CHR,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2022-12-24,香港,繪畫,模擬
SIM-2022-TCA-JAD-2,TCA,秋季 中國藝術珍品－玉器專場（模擬場次）,2022-12-24,東京,玉器,模擬
SIM-2022-TFA-BRO-2,TFA,秋季 中國古代青銅器藝術（模擬場次）,2022-12-24,東京,銅器,模擬
SIM-2022-HYG-CER-2,HYG,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2022-12-24,廣州,陶瓷器,模擬
SIM-2022-TCA-CER-2,TCA,秋季 中國藝術珍品－瓷器專場（模擬場次）,2022-12-25,東京,陶瓷器,模擬
SIM-2022-PHK-CER-2,PHK,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2022-12-31,香港,陶瓷器,模擬
SIM-2022-DIT-CER-2,DIT,秋季 中國藝術珍品－瓷器專場（模擬場次）,2022-12-31,台北,陶瓷器,模擬
SIM-2022-TCA-CAL-2,TCA,秋季 中國書畫珍藏（模擬場次）,2022-12-31,東京,法書,模擬
SIM-2022-YON-CAL-2,YON,秋季 中國書畫珍藏（模擬場次）,2022-12-31,北京,法書,模擬
SIM-2023-CHR-BRO-1,CHR,春季 中國藝術珍品－青銅器專場（模擬場次）,2023-03-04,香港,銅器,模擬
SIM-2023-PHK-CER-1,PHK,春季 御窯菁華－中國古代陶瓷（模擬場次）,2023-03-04,香港,陶瓷器,模擬
SIM-2023-BPL-PAI-1,BPL,春季 中國古代書畫（模擬場次）,2023-03-04,北京,繪畫,模擬
SIM-2023-BPL-BRO-1,BPL,春季 中國古代青銅器藝術（模擬場次）,2023-03-05,北京,銅器,模擬
SIM-2023-YON-BRO-1,YON,春季 中國藝術珍品－青銅器專場（模擬場次）,2023-03-05,北京,銅器,模擬
SIM-2023-XLY-JAD-1,XLY,春季 瑰麗玉器與宮廷藝術（模擬場次）,2023-03-05,杭州,玉器,模擬
SIM-2023-CHR-CAL-1,CHR,春季 中國書畫珍藏（模擬場次）,2023-03-11,香港,法書,模擬
SIM-2023-HYG-CER-1,HYG,春季 御窯菁華－中國古代陶瓷（模擬場次）,2023-03-11,廣州,陶瓷器,模擬
SIM-2023-CGH-CAL-1,CGH,春季 中國書畫珍藏（模擬場次）,2023-03-12,香港,法書,模擬
SIM-2023-DIT-BRO-1,DIT,春季 中國藝術珍品－青銅器專場（模擬場次）,2023-03-12,台北,銅器,模擬
SIM-2023-TCA-BRO-1,TCA,春季 中國藝術珍品－青銅器專場（模擬場次）,2023-03-12,東京,銅器,模擬
SIM-2023-SOT-PAI-1,SOT,春季 中國近現代書畫（模擬場次）,2023-03-12,香港,繪畫,模擬
SIM-2023-XLY-PAI-1,XLY,春季 中國古代書畫（模擬場次）,2023-03-12,杭州,繪畫,模擬
SIM-2023-CHR-CER-1,CHR,春季 中國藝術珍品－瓷器專場（模擬場次）,2023-03-18,香港,陶瓷器,模擬
SIM-2023-YON-JAD-1,YON,春季 中國藝術珍品－玉器專場（模擬場次）,2023-03-19,北京,玉器,模擬
SIM-2023-BON-JAD-1,BON,春季 瑰麗玉器與宮廷藝術（模擬場次）,2023-03-19,香港,玉器,模擬
SIM-2023-CGD-CER-1,CGD,春季 御窯菁華－中國古代陶瓷（模擬場次）,2023-03-25,北京,陶瓷器,模擬
SIM-2023-CGD-BRO-1,CGD,春季 吉金永寶－重要青銅器（模擬場次）,2023-03-26,北京,銅器,模擬
SIM-2023-YIA-PAI-1,YIA,春季 中國近現代書畫（模擬場次）,2023-04-01,橫濱,繪畫,模擬
SIM-2023-PHK-PAI-1,PHK,春季 中國近現代書畫（模擬場次）,2023-04-02,香港,繪畫,模擬
SIM-2023-TFA-PAI-1,TFA,春季 中國古代書畫（模擬場次）,2023-04-02,東京,繪畫,模擬
SIM-2023-YON-CAL-1,YON,春季 中國書畫珍藏（模擬場次）,2023-04-02,北京,法書,模擬
SIM-2023-BON-BRO-1,BON,春季 中國古代青銅器藝術（模擬場次）,2023-04-02,香港,銅器,模擬
SIM-2023-CGH-JAD-1,CGH,春季 中國藝術珍品－玉器專場（模擬場次）,2023-04-08,香港,玉器,模擬
SIM-2023-SOT-CAL-1,SOT,春季 翰墨流芳－歷代法書（模擬場次）,2023-04-08,香港,法書,模擬
SIM-2023-SOT-JAD-1,SOT,春季 韞玉生輝－中國古代玉器（模擬場次）,2023-04-08,香港,玉器,模擬
SIM-2023-XLY-BRO-1,XLY,春季 中國古代青銅器藝術（模擬場次）,2023-04-08,杭州,銅器,模擬
SIM-2023-BON-CER-1,BON,春季 重要中國瓷器及工藝精品（模擬場次）,2023-04-08,香港,陶瓷器,模擬
SIM-2023-CHR-JAD-1,CHR,春季 中國藝術珍品－玉器專場（模擬場次）,2023-04-09,香港,玉器,模擬
SIM-2023-SOT-CER-1,SOT,春季 御窯菁華－中國古代陶瓷（模擬場次）,2023-04-09,香港,陶瓷器,模擬
SIM-2023-BON-CAL-1,BON,春季 中國古代書法（模擬場次）,2023-04-09,香港,法書,模擬
SIM-2023-DIT-CER-1,DIT,春季 中國藝術珍品－瓷器專場（模擬場次）,2023-04-16,台北,陶瓷器,模擬
SIM-2023-PHK-CAL-1,PHK,春季 翰墨流芳－歷代法書（模擬場次）,2023-04-22,香港,法書,模擬
SIM-2023-YZH-CAL-1,YZH,春季 中國古代書法（模擬場次）,2023-04-22,台北,法書,模擬
SIM-2023-YZH-PAI-1,YZH,春季 中國古代書畫（模擬場次）,2023-04-22,台北,繪畫,模擬
SIM-2023-DIT-JAD-1,DIT,春季 中國藝術珍品－玉器專場（模擬場次）,2023-04-23,台北,玉器,模擬
SIM-2023-TCA-CER-1,TCA,春季 中國藝術珍品－瓷器專場（模擬場次）,2023-04-23,東京,陶瓷器,模擬
SIM-2023-YIA-JAD-1,YIA,春季 韞玉生輝－中國古代玉器（模擬場次）,2023-04-23,橫濱,玉器,模擬
SIM-2023-TCA-JAD-1,TCA,春季 中國藝術珍品－玉器專場（模擬場次）,2023-04-29,東京,玉器,模擬
SIM-2023-XLY-CAL-1,XLY,春季 中國古代書法（模擬場次）,2023-04-29,杭州,法書,模擬
SIM-2023-XLY-CER-1,XLY,春季 重要中國瓷器及工藝精品（模擬場次）,2023-04-29,杭州,陶瓷器,模擬
SIM-2023-CGD-JAD-1,CGD,春季 韞玉生輝－中國古代玉器（模擬場次）,2023-04-30,北京,玉器,模擬
SIM-2023-CHR-PAI-1,CHR,春季 翰墨丹青－中國繪畫專場（模擬場次）,2023-04-30,香港,繪畫,模擬
SIM-2023-YZH-CER-1,YZH,春季 重要中國瓷器及工藝精品（模擬場次）,2023-04-30,台北,陶瓷器,模擬
SIM-2023-TFA-CAL-1,TFA,春季 中國古代書法（模擬場次）,2023-04-30,東京,法書,模擬
SIM-2023-TFA-JAD-1,TFA,春季 瑰麗玉器與宮廷藝術（模擬場次）,2023-04-30,東京,玉器,模擬
SIM-2023-HYG-BRO-1,HYG,春季 吉金永寶－重要青銅器（模擬場次）,2023-04-30,廣州,銅器,模擬
SIM-2023-HYG-JAD-1,HYG,春季 韞玉生輝－中國古代玉器（模擬場次）,2023-05-06,廣州,玉器,模擬
SIM-2023-CGH-PAI-1,CGH,春季 翰墨丹青－中國繪畫專場（模擬場次）,2023-05-07,香港,繪畫,模擬
SIM-2023-BPL-JAD-1,BPL,春季 瑰麗玉器與宮廷藝術（模擬場次）,2023-05-07,北京,玉器,模擬
SIM-2023-HYG-CAL-1,HYG,春季 翰墨流芳－歷代法書（模擬場次）,2023-05-20,廣州,法書,模擬
SIM-2023-SOT-BRO-1,SOT,春季 吉金永寶－重要青銅器（模擬場次）,2023-05-20,香港,銅器,模擬
SIM-2023-CGH-CER-1,CGH,春季 中國藝術珍品－瓷器專場（模擬場次）,2023-05-21,香港,陶瓷器,模擬
SIM-2023-YON-PAI-1,YON,春季 翰墨丹青－中國繪畫專場（模擬場次）,2023-05-21,北京,繪畫,模擬
SIM-2023-BPL-CAL-1,BPL,春季 中國古代書法（模擬場次）,2023-05-27,北京,法書,模擬
SIM-2023-DIT-PAI-1,DIT,春季 翰墨丹青－中國繪畫專場（模擬場次）,2023-05-27,台北,繪畫,模擬
SIM-2023-TFA-CER-1,TFA,春季 重要中國瓷器及工藝精品（模擬場次）,2023-05-27,東京,陶瓷器,模擬
SIM-2023-BPL-CER-1,BPL,春季 重要中國瓷器及工藝精品（模擬場次）,2023-05-28,北京,陶瓷器,模擬
SIM-2023-YZH-JAD-1,YZH,春季 瑰麗玉器與宮廷藝術（模擬場次）,2023-06-03,台北,玉器,模擬
SIM-2023-DIT-CAL-1,DIT,春季 中國書畫珍藏（模擬場次）,2023-06-03,台北,法書,模擬
SIM-2023-CGD-PAI-1,CGD,春季 中國近現代書畫（模擬場次）,2023-06-04,北京,繪畫,模擬
SIM-2023-PHK-JAD-1,PHK,春季 韞玉生輝－中國古代玉器（模擬場次）,2023-06-04,香港,玉器,模擬
SIM-2023-CGH-BRO-1,CGH,春季 中國藝術珍品－青銅器專場（模擬場次）,2023-06-10,香港,銅器,模擬
SIM-2023-PHK-BRO-1,PHK,春季 吉金永寶－重要青銅器（模擬場次）,2023-06-10,香港,銅器,模擬
SIM-2023-CGD-CAL-1,CGD,春季 翰墨流芳－歷代法書（模擬場次）,2023-06-11,北京,法書,模擬
SIM-2023-YZH-BRO-1,YZH,春季 中國古代青銅器藝術（模擬場次）,2023-06-11,台北,銅器,模擬
SIM-2023-TCA-CAL-1,TCA,春季 中國書畫珍藏（模擬場次）,2023-06-11,東京,法書,模擬
SIM-2023-TFA-BRO-1,TFA,春季 中國古代青銅器藝術（模擬場次）,2023-06-11,東京,銅器,模擬
SIM-2023-BON-PAI-1,BON,春季 中國古代書畫（模擬場次）,2023-06-11,香港,繪畫,模擬
SIM-2023-TCA-PAI-1,TCA,春季 翰墨丹青－中國繪畫專場（模擬場次）,2023-06-17,東京,繪畫,模擬
SIM-2023-YON-CER-1,YON,春季 中國藝術珍品－瓷器專場（模擬場次）,2023-06-17,北京,陶瓷器,模擬
SIM-2023-YIA-CAL-1,YIA,春季 翰墨流芳－歷代法書（模擬場次）,2023-06-18,橫濱,法書,模擬
SIM-2023-YIA-BRO-1,YIA,春季 吉金永寶－重要青銅器（模擬場次）,2023-06-18,橫濱,銅器,模擬
SIM-2023-HYG-PAI-1,HYG,春季 中國近現代書畫（模擬場次）,2023-06-18,廣州,繪畫,模擬
SIM-2023-YIA-CER-1,YIA,春季 御窯菁華－中國古代陶瓷（模擬場次）,2023-06-25,橫濱,陶瓷器,模擬
SIM-2023-XLY-PAI-2,XLY,秋季 中國近現代書畫（模擬場次）,2023-09-02,杭州,繪畫,模擬
SIM-2023-BON-JAD-2,BON,秋季 韞玉生輝－中國古代玉器（模擬場次）,2023-09-02,香港,玉器,模擬
SIM-2023-CHR-CER-2,CHR,秋季 重要中國瓷器及工藝精品（模擬場次）,2023-09-03,香港,陶瓷器,模擬
SIM-2023-YON-CAL-2,YON,秋季 中國古代書法（模擬場次）,2023-09-03,北京,法書,模擬
SIM-2023-BPL-CAL-2,BPL,秋季 翰墨流芳－歷代法書（模擬場次）,2023-09-09,北京,法書,模擬
SIM-2023-YZH-JAD-2,YZH,秋季 韞玉生輝－中國古代玉器（模擬場次）,2023-09-09,台北,玉器,模擬
SIM-2023-DIT-CER-2,DIT,秋季 重要中國瓷器及工藝精品（模擬場次）,2023-09-10,台北,陶瓷器,模擬
SIM-2023-CGD-JAD-2,CGD,秋季 中國藝術珍品－玉器專場（模擬場次）,2023-09-16,北京,玉器,模擬
SIM-2023-TCA-JAD-2,TCA,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2023-09-16,東京,玉器,模擬
SIM-2023-TFA-CAL-2,TFA,秋季 翰墨流芳－歷代法書（模擬場次）,2023-09-17,東京,法書,模擬
SIM-2023-SOT-CAL-2,SOT,秋季 中國書畫珍藏（模擬場次）,2023-09-17,香港,法書,模擬
SIM-2023-TFA-PAI-2,TFA,秋季 中國近現代書畫（模擬場次）,2023-09-23,東京,繪畫,模擬
SIM-2023-CHR-JAD-2,CHR,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2023-09-24,香港,玉器,模擬
SIM-2023-YZH-CER-2,YZH,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2023-09-24,台北,陶瓷器,模擬
SIM-2023-HYG-JAD-2,HYG,秋季 中國藝術珍品－玉器專場（模擬場次）,2023-09-24,廣州,玉器,模擬
SIM-2023-HYG-CER-2,HYG,秋季 中國藝術珍品－瓷器專場（模擬場次）,2023-09-24,廣州,陶瓷器,模擬
SIM-2023-SOT-CER-2,SOT,秋季 中國藝術珍品－瓷器專場（模擬場次）,2023-09-24,香港,陶瓷器,模擬
SIM-2023-BON-CAL-2,BON,秋季 翰墨流芳－歷代法書（模擬場次）,2023-09-24,香港,法書,模擬
SIM-2023-BPL-BRO-2,BPL,秋季 吉金永寶－重要青銅器（模擬場次）,2023-09-30,北京,銅器,模擬
SIM-2023-CGH-CER-2,CGH,秋季 重要中國瓷器及工藝精品（模擬場次）,2023-10-01,香港,陶瓷器,模擬
SIM-2023-HYG-BRO-2,HYG,秋季 中國藝術珍品－青銅器專場（模擬場次）,2023-10-01,廣州,銅器,模擬
SIM-2023-XLY-BRO-2,XLY,秋季 吉金永寶－重要青銅器（模擬場次）,2023-10-01,杭州,銅器,模擬
SIM-2023-TCA-CER-2,TCA,秋季 重要中國瓷器及工藝精品（模擬場次）,2023-10-07,東京,陶瓷器,模擬
SIM-2023-CHR-BRO-2,CHR,秋季 中國古代青銅器藝術（模擬場次）,2023-10-08,香港,銅器,模擬
SIM-2023-BON-CER-2,BON,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2023-10-08,香港,陶瓷器,模擬
SIM-2023-PHK-PAI-2,PHK,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2023-10-14,香港,繪畫,模擬
SIM-2023-DIT-JAD-2,DIT,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2023-10-14,台北,玉器,模擬
SIM-2023-TFA-JAD-2,TFA,秋季 韞玉生輝－中國古代玉器（模擬場次）,2023-10-15,東京,玉器,模擬
SIM-2023-TFA-BRO-2,TFA,秋季 吉金永寶－重要青銅器（模擬場次）,2023-10-15,東京,銅器,模擬
SIM-2023-SOT-PAI-2,SOT,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2023-10-15,香港,繪畫,模擬
SIM-2023-PHK-JAD-2,PHK,秋季 中國藝術珍品－玉器專場（模擬場次）,2023-10-28,香港,玉器,模擬
SIM-2023-BPL-CER-2,BPL,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2023-10-28,北京,陶瓷器,模擬
SIM-2023-YON-PAI-2,YON,秋季 中國古代書畫（模擬場次）,2023-10-28,北京,繪畫,模擬
SIM-2023-SOT-BRO-2,SOT,秋季 中國藝術珍品－青銅器專場（模擬場次）,2023-10-28,香港,銅器,模擬
SIM-2023-CGD-CER-2,CGD,秋季 中國藝術珍品－瓷器專場（模擬場次）,2023-10-29,北京,陶瓷器,模擬
SIM-2023-CGH-PAI-2,CGH,秋季 中國古代書畫（模擬場次）,2023-10-29,香港,繪畫,模擬
SIM-2023-CHR-CAL-2,CHR,秋季 中國古代書法（模擬場次）,2023-10-29,香港,法書,模擬
SIM-2023-TFA-CER-2,TFA,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2023-10-29,東京,陶瓷器,模擬
SIM-2023-YZH-BRO-2,YZH,秋季 吉金永寶－重要青銅器（模擬場次）,2023-11-04,台北,銅器,模擬
SIM-2023-YIA-CER-2,YIA,秋季 中國藝術珍品－瓷器專場（模擬場次）,2023-11-11,橫濱,陶瓷器,模擬
SIM-2023-YON-BRO-2,YON,秋季 中國古代青銅器藝術（模擬場次）,2023-11-12,北京,銅器,模擬
SIM-2023-YIA-BRO-2,YIA,秋季 中國藝術珍品－青銅器專場（模擬場次）,2023-11-18,橫濱,銅器,模擬
SIM-2023-YON-JAD-2,YON,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2023-11-18,北京,玉器,模擬
SIM-2023-YON-CER-2,YON,秋季 重要中國瓷器及工藝精品（模擬場次）,2023-11-18,北京,陶瓷器,模擬
SIM-2023-YZH-PAI-2,YZH,秋季 中國近現代書畫（模擬場次）,2023-11-19,台北,繪畫,模擬
SIM-2023-XLY-CAL-2,XLY,秋季 翰墨流芳－歷代法書（模擬場次）,2023-11-19,杭州,法書,模擬
SIM-2023-YIA-JAD-2,YIA,秋季 中國藝術珍品－玉器專場（模擬場次）,2023-11-25,橫濱,玉器,模擬
SIM-2023-BPL-JAD-2,BPL,秋季 韞玉生輝－中國古代玉器（模擬場次）,2023-11-26,北京,玉器,模擬
SIM-2023-TCA-PAI-2,TCA,秋季 中國古代書畫（模擬場次）,2023-11-26,東京,繪畫,模擬
SIM-2023-BON-BRO-2,BON,秋季 吉金永寶－重要青銅器（模擬場次）,2023-11-26,香港,銅器,模擬
SIM-2023-CGD-BRO-2,CGD,秋季 中國藝術珍品－青銅器專場（模擬場次）,2023-12-03,北京,銅器,模擬
SIM-2023-BPL-PAI-2,BPL,秋季 中國近現代書畫（模擬場次）,2023-12-03,北京,繪畫,模擬
SIM-2023-PHK-CAL-2,PHK,秋季 中國書畫珍藏（模擬場次）,2023-12-09,香港,法書,模擬
SIM-2023-HYG-CAL-2,HYG,秋季 中國書畫珍藏（模擬場次）,2023-12-09,廣州,法書,模擬
SIM-2023-PHK-BRO-2,PHK,秋季 中國藝術珍品－青銅器專場（模擬場次）,2023-12-10,香港,銅器,模擬
SIM-2023-DIT-PAI-2,DIT,秋季 中國古代書畫（模擬場次）,2023-12-10,台北,繪畫,模擬
SIM-2023-CGH-JAD-2,CGH,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2023-12-16,香港,玉器,模擬
SIM-2023-TCA-CAL-2,TCA,秋季 中國古代書法（模擬場次）,2023-12-16,東京,法書,模擬
SIM-2023-XLY-CER-2,XLY,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2023-12-16,杭州,陶瓷器,模擬
SIM-2023-CGH-CAL-2,CGH,秋季 中國古代書法（模擬場次）,2023-12-17,香港,法書,模擬
SIM-2023-SOT-JAD-2,SOT,秋季 中國藝術珍品－玉器專場（模擬場次）,2023-12-17,香港,玉器,模擬
SIM-2023-BON-PAI-2,BON,秋季 中國近現代書畫（模擬場次）,2023-12-17,香港,繪畫,模擬
SIM-2023-CGD-PAI-2,CGD,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2023-12-23,北京,繪畫,模擬
SIM-2023-YZH-CAL-2,YZH,秋季 翰墨流芳－歷代法書（模擬場次）,2023-12-23,台北,法書,模擬
SIM-2023-YIA-CAL-2,YIA,秋季 中國書畫珍藏（模擬場次）,2023-12-23,橫濱,法書,模擬
SIM-2023-HYG-PAI-2,HYG,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2023-12-23,廣州,繪畫,模擬
SIM-2023-CGH-BRO-2,CGH,秋季 中國古代青銅器藝術（模擬場次）,2023-12-24,香港,銅器,模擬
SIM-2023-PHK-CER-2,PHK,秋季 中國藝術珍品－瓷器專場（模擬場次）,2023-12-24,香港,陶瓷器,模擬
SIM-2023-DIT-CAL-2,DIT,秋季 中國古代書法（模擬場次）,2023-12-24,台北,法書,模擬
SIM-2023-TCA-BRO-2,TCA,秋季 中國古代青銅器藝術（模擬場次）,2023-12-24,東京,銅器,模擬
SIM-2023-YIA-PAI-2,YIA,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2023-12-24,橫濱,繪畫,模擬
SIM-2023-XLY-JAD-2,XLY,秋季 韞玉生輝－中國古代玉器（模擬場次）,2023-12-24,杭州,玉器,模擬
SIM-2023-CGD-CAL-2,CGD,秋季 中國書畫珍藏（模擬場次）,2023-12-30,北京,法書,模擬
SIM-2023-CHR-PAI-2,CHR,秋季 中國古代書畫（模擬場次）,2023-12-30,香港,繪畫,模擬
SIM-2023-DIT-BRO-2,DIT,秋季 中國古代青銅器藝術（模擬場次）,2023-12-30,台北,銅器,模擬
SIM-2024-YZH-BRO-1,YZH,春季 吉金永寶－重要青銅器（模擬場次）,2024-03-02,台北,銅器,模擬
SIM-2024-YON-CAL-1,YON,春季 中國古代書法（模擬場次）,2024-03-02,北京,法書,模擬
SIM-2024-YON-BRO-1,YON,春季 中國古代青銅器藝術（模擬場次）,2024-03-02,北京,銅器,模擬
SIM-2024-SOT-JAD-1,SOT,春季 中國藝術珍品－玉器專場（模擬場次）,2024-03-02,香港,玉器,模擬
SIM-2024-XLY-BRO-1,XLY,春季 吉金永寶－重要青銅器（模擬場次）,2024-03-02,杭州,銅器,模擬
SIM-2024-PHK-CAL-1,PHK,春季 中國書畫珍藏（模擬場次）,2024-03-03,香港,法書,模擬
SIM-2024-YZH-CER-1,YZH,春季 御窯菁華－中國古代陶瓷（模擬場次）,2024-03-03,台北,陶瓷器,模擬
SIM-2024-TCA-PAI-1,TCA,春季 中國古代書畫（模擬場次）,2024-03-03,東京,繪畫,模擬
SIM-2024-CHR-JAD-1,CHR,春季 瑰麗玉器與宮廷藝術（模擬場次）,2024-03-09,香港,玉器,模擬
SIM-2024-TFA-JAD-1,TFA,春季 韞玉生輝－中國古代玉器（模擬場次）,2024-03-09,東京,玉器,模擬
SIM-2024-XLY-JAD-1,XLY,春季 韞玉生輝－中國古代玉器（模擬場次）,2024-03-09,杭州,玉器,模擬
SIM-2024-BON-BRO-1,BON,春季 吉金永寶－重要青銅器（模擬場次）,2024-03-09,香港,銅器,模擬
SIM-2024-CGD-PAI-1,CGD,春季 翰墨丹青－中國繪畫專場（模擬場次）,2024-03-10,北京,繪畫,模擬
SIM-2024-CGH-JAD-1,CGH,春季 瑰麗玉器與宮廷藝術（模擬場次）,2024-03-10,香港,玉器,模擬
SIM-2024-HYG-PAI-1,HYG,春季 翰墨丹青－中國繪畫專場（模擬場次）,2024-03-10,廣州,繪畫,模擬
SIM-2024-DIT-JAD-1,DIT,春季 瑰麗玉器與宮廷藝術（模擬場次）,2024-03-16,台北,玉器,模擬
SIM-2024-CHR-PAI-1,CHR,春季 中國古代書畫（模擬場次）,2024-03-17,香港,繪畫,模擬
SIM-2024-PHK-PAI-1,PHK,春季 翰墨丹青－中國繪畫專場（模擬場次）,2024-03-24,香港,繪畫,模擬
SIM-2024-PHK-BRO-1,PHK,春季 中國藝術珍品－青銅器專場（模擬場次）,2024-03-30,香港,銅器,模擬
SIM-2024-DIT-PAI-1,DIT,春季 中國古代書畫（模擬場次）,2024-03-30,台北,繪畫,模擬
SIM-2024-SOT-CAL-1,SOT,春季 中國書畫珍藏（模擬場次）,2024-03-30,香港,法書,模擬
SIM-2024-YZH-PAI-1,YZH,春季 中國近現代書畫（模擬場次）,2024-03-31,台北,繪畫,模擬
SIM-2024-TFA-PAI-1,TFA,春季 中國近現代書畫（模擬場次）,2024-04-06,東京,繪畫,模擬
SIM-2024-YON-CER-1,YON,春季 重要中國瓷器及工藝精品（模擬場次）,2024-04-06,北京,陶瓷器,模擬
SIM-2024-BPL-CAL-1,BPL,春季 翰墨流芳－歷代法書（模擬場次）,2024-04-07,北京,法書,模擬
SIM-2024-HYG-BRO-1,HYG,春季 中國藝術珍品－青銅器專場（模擬場次）,2024-04-13,廣州,銅器,模擬
SIM-2024-CHR-CER-1,CHR,春季 重要中國瓷器及工藝精品（模擬場次）,2024-04-14,香港,陶瓷器,模擬
SIM-2024-BON-CER-1,BON,春季 御窯菁華－中國古代陶瓷（模擬場次）,2024-04-14,香港,陶瓷器,模擬
SIM-2024-CGH-CER-1,CGH,春季 重要中國瓷器及工藝精品（模擬場次）,2024-04-20,香港,陶瓷器,模擬
SIM-2024-DIT-CER-1,DIT,春季 重要中國瓷器及工藝精品（模擬場次）,2024-04-20,台北,陶瓷器,模擬
SIM-2024-TCA-JAD-1,TCA,春季 瑰麗玉器與宮廷藝術（模擬場次）,2024-04-21,東京,玉器,模擬
SIM-2024-TFA-CER-1,TFA,春季 御窯菁華－中國古代陶瓷（模擬場次）,2024-04-21,東京,陶瓷器,模擬
SIM-2024-YIA-CAL-1,YIA,春季 中國書畫珍藏（模擬場次）,2024-04-21,橫濱,法書,模擬
SIM-2024-CGD-BRO-1,CGD,春季 中國藝術珍品－青銅器專場（模擬場次）,2024-04-27,北京,銅器,模擬
SIM-2024-TCA-BRO-1,TCA,春季 中國古代青銅器藝術（模擬場次）,2024-04-27,東京,銅器,模擬
SIM-2024-CGH-CAL-1,CGH,春季 中國古代書法（模擬場次）,2024-04-28,香港,法書,模擬
SIM-2024-CGH-PAI-1,CGH,春季 中國古代書畫（模擬場次）,2024-04-28,香港,繪畫,模擬
SIM-2024-BON-CAL-1,BON,春季 翰墨流芳－歷代法書（模擬場次）,2024-04-28,香港,法書,模擬
SIM-2024-CGD-JAD-1,CGD,春季 中國藝術珍品－玉器專場（模擬場次）,2024-05-05,北京,玉器,模擬
SIM-2024-BPL-JAD-1,BPL,春季 韞玉生輝－中國古代玉器（模擬場次）,2024-05-05,北京,玉器,模擬
SIM-2024-YZH-CAL-1,YZH,春季 翰墨流芳－歷代法書（模擬場次）,2024-05-05,台北,法書,模擬
SIM-2024-SOT-PAI-1,SOT,春季 翰墨丹青－中國繪畫專場（模擬場次）,2024-05-05,香港,繪畫,模擬
SIM-2024-DIT-BRO-1,DIT,春季 中國古代青銅器藝術（模擬場次）,2024-05-11,台北,銅器,模擬
SIM-2024-XLY-CAL-1,XLY,春季 翰墨流芳－歷代法書（模擬場次）,2024-05-11,杭州,法書,模擬
SIM-2024-BON-PAI-1,BON,春季 中國近現代書畫（模擬場次）,2024-05-11,香港,繪畫,模擬
SIM-2024-YZH-JAD-1,YZH,春季 韞玉生輝－中國古代玉器（模擬場次）,2024-05-12,台北,玉器,模擬
SIM-2024-XLY-PAI-1,XLY,春季 中國近現代書畫（模擬場次）,2024-05-12,杭州,繪畫,模擬
SIM-2024-XLY-CER-1,XLY,春季 御窯菁華－中國古代陶瓷（模擬場次）,2024-05-12,杭州,陶瓷器,模擬
SIM-2024-HYG-CAL-1,HYG,春季 中國書畫珍藏（模擬場次）,2024-05-18,廣州,法書,模擬
SIM-2024-YIA-CER-1,YIA,春季 中國藝術珍品－瓷器專場（模擬場次）,2024-05-19,橫濱,陶瓷器,模擬
SIM-2024-YON-PAI-1,YON,春季 中國古代書畫（模擬場次）,2024-05-19,北京,繪畫,模擬
SIM-2024-BPL-PAI-1,BPL,春季 中國近現代書畫（模擬場次）,2024-05-25,北京,繪畫,模擬
SIM-2024-CHR-CAL-1,CHR,春季 中國古代書法（模擬場次）,2024-05-26,香港,法書,模擬
SIM-2024-DIT-CAL-1,DIT,春季 中國古代書法（模擬場次）,2024-06-01,台北,法書,模擬
SIM-2024-YON-JAD-1,YON,春季 瑰麗玉器與宮廷藝術（模擬場次）,2024-06-01,北京,玉器,模擬
SIM-2024-SOT-BRO-1,SOT,春季 中國藝術珍品－青銅器專場（模擬場次）,2024-06-01,香港,銅器,模擬
SIM-2024-CHR-BRO-1,CHR,春季 中國古代青銅器藝術（模擬場次）,2024-06-08,香港,銅器,模擬
SIM-2024-YIA-PAI-1,YIA,春季 翰墨丹青－中國繪畫專場（模擬場次）,2024-06-08,橫濱,繪畫,模擬
SIM-2024-CGD-CER-1,CGD,春季 中國藝術珍品－瓷器專場（模擬場次）,2024-06-09,北京,陶瓷器,模擬
